#id: 'strand_shift_correlation'
#section_name: 'MERGED LIB: spp strand-shift correlation'
#description: "generated using run_spp.R script from
#              <a href='https://github.com/kundajelab/phantompeakqualtools' target='_blank'>phantompeakqualtools</a>."
#plot_type: 'linegraph'
#anchor: 'strand_shift_correlation'
#pconfig:
#    title: 'Strand-shift correlation plot'
#    ylab: 'Cross-correlation'
#    xlab: 'Strand-shift (bp)'
#    xDecimals: False
1255 0.205250509703929
1260 0.205439808735668
1265 0.205686601495925
1270 0.205069579366082
1275 0.20493351654671
1280 0.20477674364252
1285 0.205342302566596
1290 0.205305220025312
1295 0.20468268150958
1300 0.205755224181403
1305 0.204882383691691
1310 0.205414322011267
1315 0.203738660891063
1320 0.20509706768962
1325 0.2053561861433
1330 0.205299541007518
1335 0.205063841883767
1340 0.204522614942734
1345 0.204960502402319
1350 0.204795786709105
1355 0.204599904945217
1360 0.20451365103732
1365 0.205486419184092
1370 0.205424281004661
1375 0.204439471078246
1380 0.204079557241664
1385 0.204037658037794
1390 0.205688199235322
1395 0.204897524633578
1400 0.205170644414144
1405 0.204302432765272
1410 0.203848199959653
1415 0.204540531930039
1420 0.204877573497149
1425 0.204620056888473
1430 0.205027500136576
1435 0.20518164624775
1440 0.204366055707654
1445 0.206006638115725
1450 0.20478281403251
1455 0.204306557309156
1460 0.204379074037166
1465 0.20381087149025
1470 0.204739395935308
1475 0.204881153374004
1480 0.204033358708482
1485 0.204280768663493
1490 0.204115582451867
1495 0.20392579114645
1500 0.204435483516253
