Geneid	Chr	Start	End	Strand	Length	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	SPT5_T0_R1.raw	SPT5_T0_R2.raw	SPT5_T15_R1.raw	SPT5_T15_R2.raw	SPT5_T0_R1.pseudo	SPT5_T0_R2.pseudo	SPT5_T15_R1.pseudo	SPT5_T15_R2.pseudo
Interval_18	I	180920	181465	+	546	18.0462841294428	0.99044388872609	0.58569648038011	1.69105316815854	0.0908266484975314	0.487928213611582	30	14	15	13	29.0358108782902	18.8025833403056	13.1607401295249	11.1860021696505
Interval_19	I	182293	182670	+	378	8.61317801872025	0.427489980902129	0.834995765665317	0.511966645197905	0.608674353728782	NA	12	6	9	8	11.6143243513161	8.05825000298812	7.89644407771495	6.88369364286186
Interval_20	I	189996	190773	+	778	40.8611771994955	0.382219469877875	0.430899078875116	0.887027818383084	0.375063923585304	0.812483387816303	35	44	46	35	33.8751126913385	59.0938333552462	40.3596030638764	30.1161596875207
Interval_21	I	198353	198701	+	349	6.39551419523491	0.93660263333203	1.03683663198452	0.903327105196272	0.366352314992141	NA	5	9	3	7	4.83930181304836	12.0873750044822	2.63214802590498	6.02323193750413
Interval_22	I	210913	211168	+	256	9.55051408027281	0.145899189946312	0.824374494214384	0.176981688504751	0.859522772978513	0.955876918229608	11	7	5	16	10.6464639887064	9.40129167015281	4.38691337650831	13.7673872857237
Interval_23	I	229417	230188	+	772	38.2733106535221	2.16054474963945	0.470299995727641	4.59397144219975	4.34888920424931e-06	0.000474572534413706	49	58	14	18	47.4251577678739	77.8964166955518	12.2833574542233	15.4883106964392
Interval_24	II	66	353	+	288	6.39906932797196	1.38722808268452	1.06744384279414	1.29957945052483	0.193745146518183	NA	4	11	4	4	3.87144145043869	14.7734583388116	3.50953070120665	3.44184682143093
Interval_25	II	5639	6536	+	898	33.4807768316545	1.37607316775917	0.451374743012833	3.04862686506154	0.00229889823333284	0.0418112116187409	54	33	20	23	52.2644595809223	44.3203750164347	17.5476535060332	19.7906192232279
Interval_26	II	8286	8492	+	207	3.34112232791831	-1.74389887616867	1.65098341788037	-1.05627885615447	0.290840832986191	NA	3	0	8	4	2.90358108782902	0	7.01906140241329	3.44184682143093
Interval_27	II	28401	28960	+	560	9.85863173310284	-0.282459795770505	0.77486714745042	-0.364526740745036	0.71546470916885	0.93248959191605	10	6	11	14	9.67860362609672	8.05825000298812	9.65120942831828	12.0464638750083
Interval_28	II	36132	36651	+	520	18.6053829636391	0.542017213853597	0.568902059791241	0.952742575853021	0.340720515731471	0.786384183581178	26	14	20	15	25.1643694278515	18.8025833403056	17.5476535060332	12.906925580366
Interval_29	II	45005	45728	+	724	27.6434488669606	0.92293358724595	0.481341189729026	1.91742075463253	0.0551844996023189	0.351650132502368	40	25	25	19	38.7144145043869	33.5760416791172	21.9345668825415	16.3487724017969
Interval_30	II	46650	47901	+	1252	18.1772375201923	0.967797844448388	0.604230840215159	1.60170216419898	0.109221486371846	0.524309138047188	18	23	18	10	17.4214865269741	30.8899583447878	15.7928881554299	8.60461705357733
Interval_31	II	59387	59646	+	260	3.29268383533277	1.04397137441716	1.63359286874873	0.639064600726863	0.522780907373429	NA	5	3	0	5	4.83930181304836	4.02912500149406	0	4.30230852678867
Interval_32	II	60827	61149	+	323	14.8485068317325	0.440312705948397	0.648996800136846	0.678451274113453	0.497485608327337	0.855369950044211	16	14	9	20	15.4857658017547	18.8025833403056	7.89644407771495	17.2092341071547
Interval_33	II	74634	75028	+	395	4.09019262744442	-1.47327350171121	1.38495567726808	-1.06376942301673	0.287433166216334	NA	3	1	4	10	2.90358108782902	1.34304166716469	3.50953070120665	8.60461705357733
Interval_34	II	89290	89895	+	606	22.8906319926406	1.06071479099748	0.522115726481638	2.03157027685276	0.042197178288163	0.314855868765524	28	26	17	17	27.1000901530708	34.9190833462819	14.9155054801282	14.6278489910815
Interval_35	II	100633	101995	+	1363	14.39806310651	-0.621899443262691	0.661987049311603	-0.939443519188784	0.347503078039875	0.792089261432925	11	9	26	14	10.6464639887064	12.0873750044822	22.8119495578432	12.0464638750083
Interval_36	II	107529	107778	+	250	2.65647315103538	1.07235786031259	1.78832514454984	0.599643674183491	0.548743733939677	NA	6	1	2	2	5.80716217565803	1.34304166716469	1.75476535060332	1.72092341071547
Interval_37	II	116596	117667	+	1072	19.5594025012293	0.00433857517596582	0.547283891369125	0.00792746734261103	0.9936748624514	0.995569941812446	21	14	23	22	20.3250676148031	18.8025833403056	20.1798015319382	18.9301575178701
Interval_38	II	131935	132168	+	234	1.09249810164109	-3.38063960070018	4.33216781467187	-0.780357489673156	0.435180482492649	NA	0	0	4	1	0	0	3.50953070120665	0.860461705357733
Interval_39	II	135743	136344	+	602	36.1051005962586	0.34939264630011	0.433258968663629	0.806429114157287	0.419995465375266	0.826581809055645	38	33	30	43	36.7786937791675	44.3203750164347	26.3214802590498	36.9998533303825
Interval_40	II	140406	141186	+	781	32.8179972229097	0.13716895745079	0.443748807185642	0.309113974459441	0.757234829332212	0.935575120509567	35	26	31	41	33.8751126913385	34.9190833462819	27.1988629343515	35.278929919667
Interval_41	II	159603	160068	+	466	20.0480005408627	-0.419162935744313	0.547456081520193	-0.765655821340715	0.443881120502903	0.83168951027121	20	11	27	26	19.3572072521934	14.7734583388116	23.6893322331449	22.3720043393011
Interval_42	II	164125	165704	+	1580	63.7467257700167	0.348742269465878	0.339406839683077	1.0275051315746	0.30418267033957	0.758718489161271	74	53	70	59	71.6216668331157	71.1812083597284	61.4167872711163	50.7672406161062
Interval_43	II	167919	168346	+	428	33.4720414808063	0.306652470913066	0.439722771897185	0.697376825835088	0.485567000430475	0.855369950044211	39	27	30	39	37.7465541417772	36.2621250134465	26.3214802590498	33.5580065089516
Interval_44	II	171371	171544	+	174	1.40232145777452	1.18483751980273	3.17469817041597	0.373212650841541	0.708990181299662	NA	4	0	1	1	3.87144145043869	0	0.877382675301661	0.860461705357733
Interval_45	II	191927	192287	+	361	5.09691827207608	0.193899649454691	1.13218449433841	0.171261530628889	0.864018127628458	NA	7	3	7	4	6.7750225382677	4.02912500149406	6.14167872711163	3.44184682143093
Interval_46	II	193448	194227	+	780	24.2475592448919	-0.384769251034559	0.505536698077368	-0.761110424817613	0.446591114336584	0.83168951027121	20	17	35	28	19.3572072521934	22.8317083417997	30.7083936355582	24.0929277500165
Interval_47	II	197274	197563	+	290	3.38236842299263	1.56863617751813	1.57129631042524	0.998307045660672	0.31813049214965	NA	9	1	2	2	8.71074326348705	1.34304166716469	1.75476535060332	1.72092341071547
Interval_48	II	201908	203582	+	1675	41.699696106883	0.108561731961965	0.417363068226999	0.260113412581392	0.794776292193466	0.939630063509793	41	35	56	36	39.6822748669965	47.006458350764	49.133429816893	30.9766213928784
Interval_49	II	221347	221558	+	212	5.37486710765451	1.07653409298908	2.14039110756692	0.502961392982437	0.614991415938431	NA	4	8	0	8	3.87144145043869	10.7443333373175	0	6.88369364286186
Interval_50	II	227170	227640	+	471	8.61649565755099	-0.191085077518682	0.845092747490665	-0.226111368351073	0.821114802882321	NA	7	7	13	8	6.7750225382677	9.40129167015281	11.4059747789216	6.88369364286186
Interval_51	II	234949	236587	+	1639	16.6926371440522	1.22237843767863	0.607856511991054	2.01096543931839	0.0443291073467573	0.315587901721252	22	19	10	13	21.2929279774128	25.5177916761291	8.77382675301662	11.1860021696505
Interval_52	II	237611	238443	+	833	5.45162347395013	-0.107150145322553	1.15220716237106	-0.0929955556794622	0.92590709197729	NA	4	5	2	11	3.87144145043869	6.71520833582343	1.75476535060332	9.46507875893506
Interval_53	II	247743	247979	+	237	1.97134898633985	-2.64911471660638	2.53537692404998	-1.04486030912308	0.296087536370902	NA	1	0	2	6	0.967860362609672	0	1.75476535060332	5.1627702321464
Interval_54	II	251077	251637	+	561	14.8554991073074	0.342009105136322	0.629805069586916	0.543039619164454	0.587102524274339	0.891374789028692	15	14	17	13	14.5179054391451	18.8025833403056	14.9155054801282	11.1860021696505
Interval_55	II	255177	256429	+	1253	20.2858907508983	1.23047787494781	0.557467540889816	2.20726371437474	0.0272956407658076	0.231350430956797	31	20	11	17	30.0036712408998	26.8608333432937	9.65120942831828	14.6278489910815
Interval_56	II	266295	266675	+	381	5.18269072908551	-1.90962748145087	1.22785542187858	-1.55525434625617	0.119885505673347	NA	3	1	8	11	2.90358108782902	1.34304166716469	7.01906140241329	9.46507875893506
Interval_57	II	269706	270138	+	433	10.3660001721139	-2.04208185483211	0.902728739701918	-2.26212123866401	0.0236899137333743	0.204547434979427	3	4	29	9	2.90358108782902	5.37216666865875	25.4440975837482	7.7441553482196
Interval_58	II	281016	281255	+	240	5.24485054268345	-1.19892358836365	1.17046477158516	-1.02431411646841	0.305686932429966	NA	5	1	10	7	4.83930181304836	1.34304166716469	8.77382675301662	6.02323193750413
Interval_59	II	288191	288537	+	347	4.53176398808335	-0.507649019674332	1.28061509892794	-0.396410303220155	0.69180236647758	NA	1	5	7	5	0.967860362609672	6.71520833582343	6.14167872711163	4.30230852678867
Interval_60	II	290065	290382	+	318	1.41556779097432	-1.80173119229528	3.22292545483107	-0.559035949650818	0.576137185752068	NA	0	1	1	4	0	1.34304166716469	0.877382675301661	3.44184682143093
Interval_61	II	292033	292350	+	318	4.0720409420097	0.149495807281481	1.30686585716137	0.114392618387169	0.908926565259379	NA	6	2	3	6	5.80716217565803	2.68608333432937	2.63214802590498	5.1627702321464
Interval_62	II	307064	307525	+	462	4.40823897464351	-2.21742654101478	1.43236144623787	-1.54809147288829	0.121600274808281	NA	3	0	6	11	2.90358108782902	0	5.26429605180997	9.46507875893506
Interval_63	II	332483	332717	+	235	11.06355183413	0.292844579504091	0.725187997739427	0.403818844791906	0.686345937778226	0.922445942266055	14	8	10	13	13.5500450765354	10.7443333373175	8.77382675301662	11.1860021696505
Interval_64	II	340638	342433	+	1796	30.3131309792259	-0.050433474836162	0.453933046012397	-0.111103334025134	0.911534404943042	0.977141138095794	31	22	36	35	30.0036712408998	29.5469166776231	31.5857763108598	30.1161596875207
Interval_65	II	347392	347728	+	337	6.21761474342016	-0.146730855385588	1.09613144684945	-0.133862463126414	0.893511333161751	NA	4	6	2	13	3.87144145043869	8.05825000298812	1.75476535060332	11.1860021696505
Interval_66	II	350849	351071	+	223	8.34835601233453	-0.744339574362052	0.863575933076253	-0.861927186542294	0.388727587467865	NA	6	5	13	11	5.80716217565803	6.71520833582343	11.4059747789216	9.46507875893506
Interval_67	II	356274	356764	+	491	8.33854530786468	-0.169411627005164	0.885641487065044	-0.191286914038526	0.848300812878108	NA	4	9	11	9	3.87144145043869	12.0873750044822	9.65120942831828	7.7441553482196
Interval_68	II	370907	371755	+	849	23.4650846213206	-0.825076013904984	0.515803769453324	-1.5995928350416	0.109688938979202	0.524309138047188	17	13	34	35	16.4536261643644	17.4595416731409	29.8310109602565	30.1161596875207
Interval_69	II	373231	374619	+	1389	20.071474656431	0.234092320692557	0.575068006240167	0.407068934721422	0.683957358912385	0.921442552979186	16	21	27	15	15.4857658017547	28.2038750104584	23.6893322331449	12.906925580366
Interval_70	II	375452	376745	+	1294	29.3892413728094	-0.723585459428637	0.4719836177892	-1.5330732511818	0.125257807496457	0.540634488320273	21	18	46	38	20.3250676148031	24.1747500089644	40.3596030638764	32.6975448035938
Interval_71	II	378654	379231	+	578	25.3285167166366	0.0229620347059071	0.490441666342225	0.0468190944647114	0.962657410538468	0.989023680255366	29	17	30	28	28.0679505156805	22.8317083417997	26.3214802590498	24.0929277500165
Interval_72	II	391614	392847	+	1234	32.7076621468636	-0.115978557992032	0.447056971959281	-0.259426796284468	0.795305956801864	0.939630063509793	29	26	43	35	28.0679505156805	34.9190833462819	37.7274550379714	30.1161596875207
Interval_73	II	405548	406414	+	867	12.5819310419569	-0.217745340527948	0.709282995891284	-0.306993600282676	0.758848243413877	0.935575120509567	9	11	10	21	8.71074326348705	14.7734583388116	8.77382675301662	18.0696958125124
Interval_74	II	408362	408951	+	590	24.0120872198786	-0.387177366987848	0.511262321873382	-0.757296891288881	0.448872012936665	0.832136601340864	26	12	33	30	25.1643694278515	16.1165000059762	28.9536282849548	25.813851160732
Interval_75	II	410640	410893	+	254	3.51602225273787	-1.56489364499354	1.52356222490433	-1.027128147058	0.304360126398962	NA	1	2	5	7	0.967860362609672	2.68608333432937	4.38691337650831	6.02323193750413
Interval_76	II	414588	415773	+	1186	25.6392768985485	-0.258974676422904	0.506479582479755	-0.511323033309552	0.609124879058133	0.900708740165314	22	19	40	24	21.2929279774128	25.5177916761291	35.0953070120665	20.6510809285856
Interval_77	II	419308	420022	+	715	19.0315463237984	-2.08243627747134	0.626682302068896	-3.32295370492591	0.000890696952244511	0.0204625905081436	8	5	34	37	7.74288290087737	6.71520833582343	29.8310109602565	31.8370830982361
Interval_78	II	426572	427354	+	783	25.2493179431956	-0.32149757101061	0.500470497494755	-0.642390655632962	0.520619565389419	0.862944672823895	28	13	30	35	27.1000901530708	17.4595416731409	26.3214802590498	30.1161596875207
Interval_79	II	452195	452623	+	429	14.8151656158883	-0.00350878855351869	0.631954189132408	-0.00555228308294911	0.995569941812446	0.995569941812446	14	12	20	14	13.5500450765354	16.1165000059762	17.5476535060332	12.0464638750083
Interval_80	II	454227	454928	+	702	5.69303295886069	0.713865663130084	1.05962738499043	0.673694992449194	0.500505246140661	NA	9	4	5	5	8.71074326348705	5.37216666865875	4.38691337650831	4.30230852678867
Interval_81	II	458461	458743	+	283	5.45162347395013	-0.107150145322553	1.15220716237106	-0.0929955556794622	0.92590709197729	NA	4	5	2	11	3.87144145043869	6.71520833582343	1.75476535060332	9.46507875893506
Interval_82	II	461817	461997	+	181	4.86464438188642	-1.30737036289159	1.21266552667339	-1.0780964199403	0.280990729139031	NA	3	2	6	10	2.90358108782902	2.68608333432937	5.26429605180997	8.60461705357733
Interval_83	II	466059	467131	+	1073	36.8033172463927	-0.551155167586208	0.430403262035136	-1.28055527502302	0.20034991793111	0.637568623175312	35	19	54	47	33.8751126913385	25.5177916761291	47.3786644662897	40.4417001518134
Interval_84	II	474114	474466	+	353	7.61356263956267	0.226656747830856	0.902857140610238	0.251043866893117	0.80178019401407	NA	6	8	8	8	5.80716217565803	10.7443333373175	7.01906140241329	6.88369364286186
Interval_85	II	476263	477602	+	1340	34.5471436246909	-0.236184091226117	0.439718565120251	-0.537125584318977	0.591180869483726	0.892830896530592	31	25	36	50	30.0036712408998	33.5760416791172	31.5857763108598	43.0230852678866
Interval_86	II	483526	483832	+	307	5.20775255805797	1.55226142622445	1.20759568940151	1.2854148452565	0.198647356305596	NA	5	8	5	1	4.83930181304836	10.7443333373175	4.38691337650831	0.860461705357733
Interval_87	II	486633	486863	+	231	3.31004242111934	-2.4180715184995	1.73090988941362	-1.39699445551072	0.162415238431233	NA	2	0	7	6	1.93572072521934	0	6.14167872711163	5.1627702321464
Interval_88	II	490079	491124	+	1046	31.3195201638881	-1.19021688519889	0.482329886930829	-2.46764075262368	0.0136006739351533	0.134924867561237	25	10	44	57	24.1965090652418	13.4304166716469	38.6048377132731	49.0463172053908
Interval_89	II	501290	501742	+	453	4.37569085844745	-3.88527497662059	1.77845917094555	-2.18462984143454	0.0289159980832542	NA	1	0	11	8	0.967860362609672	0	9.65120942831828	6.88369364286186
Interval_90	II	504534	504766	+	233	10.3241727350667	-0.259057099901475	0.754172264953476	-0.343498577102217	0.731223411094133	0.934079155974468	11	6	13	13	10.6464639887064	8.05825000298812	11.4059747789216	11.1860021696505
Interval_91	II	539881	540085	+	205	4.3208788042299	-0.380460229290214	1.33758161251932	-0.284438890105271	0.776074059210651	NA	1	5	8	3	0.967860362609672	6.71520833582343	7.01906140241329	2.5813851160732
Interval_92	II	544578	544832	+	255	5.86414025703691	-0.98117199073525	1.1073910083736	-0.886021272807942	0.375606064131537	NA	4	3	4	14	3.87144145043869	4.02912500149406	3.50953070120665	12.0464638750083
Interval_93	II	547560	547845	+	286	3.16266575625383	-1.18273410401341	1.79430768867177	-0.659159023550147	0.509793656884497	NA	0	3	1	9	0	4.02912500149406	0.877382675301661	7.7441553482196
Interval_94	II	554618	556182	+	1565	50.672283043668	0.53122205802752	0.378444756240422	1.40369776372338	0.160408868668777	0.576283713365608	52	52	46	49	50.3287388557029	69.8381666925637	40.3596030638764	42.1626235625289
Interval_95	II	560640	561554	+	915	12.460492951857	-0.654824502430066	0.692385049426265	-0.945751938134246	0.344275124668501	0.790926799567373	9	8	16	19	8.71074326348705	10.7443333373175	14.0381228048266	16.3487724017969
Interval_96	II	564885	565584	+	700	16.7239171727876	0.176850830081742	0.592467036103584	0.298499020713149	0.765322323426294	0.935575120509567	16	15	17	19	15.4857658017547	20.1456250074703	14.9155054801282	16.3487724017969
Interval_97	II	589243	589599	+	357	10.0462223853804	-0.247159564826202	0.769414230087627	-0.32123082100789	0.748035477040647	0.934085885184392	8	8	11	14	7.74288290087737	10.7443333373175	9.65120942831828	12.0464638750083
Interval_98	II	592895	593094	+	200	14.2506864416445	-0.403161473330444	0.655384111349502	-0.615152955875439	0.538453712539621	0.875546145301422	9	12	20	17	8.71074326348705	16.1165000059762	17.5476535060332	14.6278489910815
Interval_99	II	595532	596000	+	469	20.3411030489886	-1.07318260491271	0.572816410819896	-1.87351930678212	0.0609967092319412	0.372378511604788	17	7	26	38	16.4536261643644	9.40129167015281	22.8119495578432	32.6975448035938
Interval_100	II	602093	602463	+	371	11.5866654092924	-0.276151149612347	0.719440142150501	-0.383841731136791	0.701095755888913	0.925283379200341	8	10	13	16	7.74288290087737	13.4304166716469	11.4059747789216	13.7673872857237
Interval_101	II	604185	604476	+	292	11.4268370249831	0.277140545102879	0.720777566019753	0.384502179546586	0.70060628078554	0.925283379200341	16	7	10	14	15.4857658017547	9.40129167015281	8.77382675301662	12.0464638750083
Interval_102	II	605449	606222	+	774	21.5823074970491	-0.0249411071741201	0.537167873548452	-0.0464307498684962	0.96296692808369	0.989023680255366	22	16	31	19	21.2929279774128	21.488666674635	27.1988629343515	16.3487724017969
Interval_103	II	613041	615763	+	2723	46.8654658660246	-0.0907932695382187	0.385121001070626	-0.235752579801714	0.813624666826029	0.939630063509793	44	36	60	51	42.5858559548256	48.3495000179287	52.6429605180997	43.8835469732444
Interval_104	II	624766	625658	+	893	28.9611896971387	0.326251615211245	0.483024143343492	0.675435420169542	0.499399168202515	0.855369950044211	28	28	22	37	27.1000901530708	37.6051666806112	19.3024188566366	31.8370830982361
Interval_105	II	628526	628822	+	297	17.4373218392232	-0.729902148621119	0.598753117081391	-1.21903690819851	0.222830184334538	0.673116785204332	12	11	20	30	11.6143243513161	14.7734583388116	17.5476535060332	25.813851160732
Interval_106	II	633493	633855	+	363	2.9340665028083	-3.14427432243002	2.04507533990996	-1.53748581339231	0.124174386474159	NA	0	1	4	8	0	1.34304166716469	3.50953070120665	6.88369364286186
Interval_107	II	642682	643158	+	477	12.8677862708733	0.072220247925133	0.677637542492189	0.10657651531455	0.915124950513442	0.977141138095794	16	8	17	12	15.4857658017547	10.7443333373175	14.9155054801282	10.3255404642928
Interval_108	II	644902	645469	+	568	10.1997724899415	1.11658919151332	0.788162244038872	1.41669967060519	0.156570753402288	0.575103390545972	19	7	6	9	18.3893468895838	9.40129167015281	5.26429605180997	7.7441553482196
Interval_109	II	662076	663160	+	1085	17.8847111557523	-0.339975864669035	0.575244245115676	-0.591011327024522	0.554512831528579	0.879170471288045	16	12	21	25	15.4857658017547	16.1165000059762	18.4250361813349	21.5115426339433
Interval_110	II	668101	668843	+	743	14.3498621078308	0.528195556859752	0.637448232562092	0.828609336222925	0.407325503303574	0.826581809055645	17	13	15	12	16.4536261643644	17.4595416731409	13.1607401295249	10.3255404642928
Interval_111	II	679934	681183	+	1250	29.2587035458507	0.210321968615061	0.473633678795971	0.444060416374366	0.65699890403977	0.902979300382556	25	29	32	30	24.1965090652418	38.9482083477759	28.0762456096532	25.813851160732
Interval_112	II	681847	682339	+	493	11.9618482279553	-0.589626123126426	0.724288720003672	-0.814076081598285	0.415601367139287	0.826581809055645	10	7	22	11	9.67860362609672	9.40129167015281	19.3024188566366	9.46507875893506
Interval_113	II	697483	698008	+	526	19.3748098618391	0.550039975520688	0.556295947394823	0.988754237913411	0.322783398967705	0.780265522521108	20	20	18	18	19.3572072521934	26.8608333432937	15.7928881554299	15.4883106964392
Interval_114	II	702265	702597	+	333	13.1003782728985	-0.277575793214243	0.667080041613952	-0.416105678327099	0.677332675031684	0.916761899694047	12	9	18	15	11.6143243513161	12.0873750044822	15.7928881554299	12.906925580366
Interval_115	II	706919	707298	+	380	6.12258870179062	0.861320419701539	1.0156640963228	0.848036691283999	0.396417537137838	NA	8	6	5	5	7.74288290087737	8.05825000298812	4.38691337650831	4.30230852678867
Interval_116	II	718216	718908	+	693	7.81745706194913	-0.25585548804535	0.965373473242099	-0.265032648127453	0.790984311276005	NA	13	1	8	12	12.5821847139257	1.34304166716469	7.01906140241329	10.3255404642928
Interval_117	II	726822	727155	+	334	3.12042643959501	0.00913902124888027	1.77921523149444	0.00513654620706231	0.995901647107439	NA	1	4	7	0	0.967860362609672	5.37216666865875	6.14167872711163	0
Interval_118	II	760373	760562	+	190	1.12927646032314	-0.3852823127156	4.192271983842	-0.091902985827391	0.926775119156791	NA	2	0	0	3	1.93572072521934	0	0	2.5813851160732
Interval_119	II	761000	761196	+	197	7.01013756536763	1.86567850487594	1.00837193772934	1.85018883912726	0.0642863370091053	NA	13	7	2	5	12.5821847139257	9.40129167015281	1.75476535060332	4.30230852678867
Interval_120	II	770614	771163	+	550	16.1191045071247	-0.489364255353068	0.618855500070362	-0.79075689768844	0.429085866528566	0.82783759610356	10	13	20	23	9.67860362609672	17.4595416731409	17.5476535060332	19.7906192232279
Interval_121	II	776156	776488	+	333	3.10418057940003	-0.769370287996232	1.58197406592185	-0.486335588281532	0.626729250782248	NA	2	2	3	6	1.93572072521934	2.68608333432937	2.63214802590498	5.1627702321464
Interval_122	II	792123	792299	+	177	2.74671334443709	0.214201790613566	1.88366145403479	0.113715652117182	0.909463204414651	NA	6	0	1	5	5.80716217565803	0	0.877382675301661	4.30230852678867
Interval_123	II	798740	799039	+	300	9.41527253712339	0.924831338578419	0.810749203804151	1.14071199112991	0.25398979490191	0.703629250594406	13	9	5	10	12.5821847139257	12.0873750044822	4.38691337650831	8.60461705357733
Interval_124	III	56	1002	+	947	56.3571325535043	1.66115564585687	0.680920228419831	2.43957452947434	0.0147045691247494	0.141066910394574	55	88	39	23	53.2323199435319	118.187666710492	34.2179243367648	19.7906192232279
Interval_125	III	17004	17232	+	229	6.96386812815918	-0.358943225170239	0.973723554351479	-0.368629498142625	0.71240390535702	NA	7	4	13	5	6.7750225382677	5.37216666865875	11.4059747789216	4.30230852678867
Interval_126	III	22031	22238	+	208	2.46729478535369	-0.1919490848403	1.88188094513263	-0.101998527237743	0.918757844082235	NA	2	2	5	1	1.93572072521934	2.68608333432937	4.38691337650831	0.860461705357733
Interval_127	III	24442	24671	+	230	7.09444181297997	0.0614515102434671	0.929318629503679	0.0661253398915359	0.947278036682559	NA	8	5	9	7	7.74288290087737	6.71520833582343	7.89644407771495	6.02323193750413
Interval_128	III	27397	27645	+	249	2.64207672027404	-3.11239528638999	2.15984681861697	-1.44102593737781	0.149577355288795	NA	1	0	8	3	0.967860362609672	0	7.01906140241329	2.5813851160732
Interval_129	III	30522	31358	+	837	9.70033315228378	1.43496805522633	0.830094934424504	1.72867945064763	0.0838664811441868	0.460279703376756	14	11	9	3	13.5500450765354	14.7734583388116	7.89644407771495	2.5813851160732
Interval_130	III	40599	41106	+	508	4.70378388991481	-1.53765303968509	1.33471107349367	-1.15204936126005	0.249300790104996	NA	1	3	3	13	0.967860362609672	4.02912500149406	2.63214802590498	11.1860021696505
