I	114667	114979	114667	114979	SPT5_T15_R1_peak_7	14	.	2.85788	3.06283	1.44752
I	138500	139312	138500,138567,138928,139041	139312,139218,139305,139312	SPT5_T15_R1_peak_8,SPT5_T0_R2_peak_8,SPT5_T0_R1_peak_11,SPT5_T15_R2_peak_11	18,16,16,23	.,.,.,.	3.15834,3.09186,3.0619,3.53867	3.52854,3.36722,3.30898,4.21465	1.8375,1.62361,1.62648,2.38271
I	141544	142429	141544,141644,141752	141984,142429,142140	SPT5_T15_R1_peak_9,SPT5_T0_R1_peak_12,SPT5_T0_R2_peak_9	16,44,37	.,.,.	2.96144,4.76567,4.14992	3.30527,6.58428,5.80194	1.64771,4.437,3.74382
I	143455	143836	143455,143455	143686,143836	SPT5_T0_R1_peak_13,SPT5_T0_R2_peak_10	15,17	.,.	2.93426,3.15946	3.1858,3.48677	1.52209,1.71325
I	165808	166473	165808,166198,166202	166473,166459,166422	SPT5_T0_R2_peak_11,SPT5_T0_R1_peak_14,SPT5_T15_R1_peak_10	35,18,26	.,.,.	4.39899,3.24802,3.73556	5.6688,3.60663,4.50962	3.57207,1.84161,2.63802
I	180920	181465	180920,181079	181465,181288	SPT5_T0_R1_peak_15,SPT5_T15_R1_peak_11	43,17	.,.	4.62473,3.00946	6.43298,3.37	4.30393,1.70573
I	182293	182670	182293	182670	SPT5_T0_R1_peak_16	14	.	2.93906	3.1435	1.49305
I	189996	190773	189996,190037,190074,190095	190773,190671,190558,190541	SPT5_T0_R2_peak_12,SPT5_T15_R1_peak_12,SPT5_T0_R1_peak_17,SPT5_T15_R2_peak_12	46,34,27,18	.,.,.,.	4.83022,3.57276,3.54887,3.12423	6.8803,5.35468,4.63162,3.6303	4.67292,3.40475,2.72829,1.89765
I	198353	198701	198353	198701	SPT5_T0_R2_peak_13	17	.	3.16643	3.50982	1.76978
I	210913	211168	210913,210958	211167,211168	SPT5_T15_R2_peak_13,SPT5_T0_R2_peak_14	31,17	.,.	4.01404,3.2475	5.16695,3.59536	3.16594,1.78063
I	229417	230188	229417,229504,229689	230188,230108,230102	SPT5_T0_R2_peak_15,SPT5_T0_R1_peak_18,SPT5_T15_R2_peak_14	86,36,20	.,.,.	6.94697,4.07034,3.27045	11.3393,5.65986,3.83633	8.68761,3.61611,2.06247
II	66	353	66	353	SPT5_T0_R2_peak_16	40	.	4.68873	6.1889	4.04112
II	5639	6536	5639,5656,5783,5785	6374,6374,6536,6292	SPT5_T0_R2_peak_17,SPT5_T0_R1_peak_19,SPT5_T15_R2_peak_15,SPT5_T15_R1_peak_13	65,109,27,28	.,.,.,.	6.0372,8.08211,3.78531,3.78119	9.03058,13.9667,4.66071,4.72865	6.59101,10.9972,2.73965,2.83686
II	8286	8492	8286	8492	SPT5_T15_R1_peak_14	16	.	3.06045	3.33293	1.64909
II	28401	28960	28401,28501,28510	28960,28920,28898	SPT5_T15_R2_peak_16,SPT5_T0_R1_peak_20,SPT5_T15_R1_peak_15	15,13,26	.,.,.	3.02843,2.88414,3.70348	3.271,3.01613,4.47451	1.58004,1.36522,2.62271
II	36132	36651	36132,36149,36302,36411	36625,36584,36625,36651	SPT5_T0_R1_peak_21,SPT5_T15_R2_peak_17,SPT5_T15_R1_peak_16,SPT5_T0_R2_peak_18	52,20,42,23	.,.,.,.	5.31744,3.33795,4.57685,3.62622	7.51245,3.83215,6.39465,4.2547	5.20942,2.04309,4.29946,2.35358
II	45005	45728	45005,45097,45100,45100	45728,45659,45343,45634	SPT5_T0_R1_peak_22,SPT5_T0_R2_peak_19,SPT5_T15_R1_peak_17,SPT5_T15_R2_peak_18	37,32,35,17	.,.,.,.	4.42927,4.15147,4.31006,3.13421	5.81075,5.25005,5.60155,3.46906	3.7366,3.25026,3.58709,1.78321
II	46650	47901	46650,47014	47479,47901	SPT5_T0_R1_peak_23,SPT5_T0_R2_peak_20	11,21	.,.	2.64576,3.4198	2.71143,3.94085	1.148,2.13325
II	59387	59646	59387	59646	SPT5_T15_R2_peak_19	12	.	2.71729	2.77417	1.22732
II	60827	61149	60827,60859,60879	61149,61140,61112	SPT5_T15_R2_peak_20,SPT5_T0_R2_peak_21,SPT5_T0_R1_peak_24	34,31,29	.,.,.	4.31027,4.17361,4.00005	5.54962,5.18335,4.8847	3.46558,3.13169,2.96123
II	74634	75028	74634	75028	SPT5_T15_R2_peak_21	16	.	3.00459	3.26925	1.62315
II	89290	89895	89290,89525	89790,89895	SPT5_T0_R1_peak_25,SPT5_T0_R2_peak_22	26,54	.,.	3.57149,5.26029	4.55582,7.70745	2.6719,5.43281
II	100633	101995	100633,101364,101371	101995,101751,101774	SPT5_T15_R1_peak_18,SPT5_T15_R2_peak_22,SPT5_T0_R2_peak_23	19,11,19	.,.,.	3.25286,2.62764,3.30108	3.71253,2.62907,3.72167	1.96142,1.11534,1.91244
II	107529	107778	107529	107778	SPT5_T0_R1_peak_26	19	.	3.3355	3.7574	1.97834
II	116596	117667	116596,116607,116910,116933	117360,117245,117667,117237	SPT5_T0_R1_peak_27,SPT5_T15_R2_peak_23,SPT5_T15_R1_peak_19,SPT5_T0_R2_peak_24	17,24,12,18	.,.,.,.	3.09881,3.62583,2.68419,3.25504	3.41126,4.36775,2.79395,3.63448	1.71069,2.49274,1.2249,1.83328
II	131935	132168	131935	132168	SPT5_T15_R1_peak_20	15	.	2.91306	3.12816	1.50898
II	135743	136344	135743,135745,135798,135821	136344,136255,136265,136251	SPT5_T15_R2_peak_24,SPT5_T0_R1_peak_28,SPT5_T0_R2_peak_25,SPT5_T15_R1_peak_21	58,60,58,43	.,.,.,.	5.5138,5.7679,5.65709,4.65816	8.39991,8.44096,8.22769,6.47084	5.88178,6.02882,5.85693,4.36058
II	140406	141186	140406,140485,140492,140496	141155,141185,141142,141186	SPT5_T15_R1_peak_22,SPT5_T0_R2_peak_26,SPT5_T15_R2_peak_25,SPT5_T0_R1_peak_29	40,24,59,46	.,.,.,.	4.57479,3.6847,5.48391,5.0843	6.14824,4.3985,8.51455,6.91363	4.07244,2.48502,5.99224,4.68066
II	159603	160068	159603,159761,159774,159776	160050,159960,160068,160068	SPT5_T0_R1_peak_30,SPT5_T0_R2_peak_27,SPT5_T15_R2_peak_26,SPT5_T15_R1_peak_23	36,16,48,63	.,.,.,.	4.43094,3.10126,4.98718,5.73729	5.70652,3.39681,7.12418,8.69214	3.66812,1.66367,4.81557,6.30982
II	164125	165704	164125,164176,164213,164243	165549,165549,165704,165539	SPT5_T15_R2_peak_27,SPT5_T0_R1_peak_31,SPT5_T15_R1_peak_24,SPT5_T0_R2_peak_28	25,58,48,21	.,.,.,.	3.54111,5.52743,4.78574,3.30066	4.47096,8.19608,7.00916,3.91509	2.57961,5.84171,4.83237,2.10214
II	167919	168346	167919,167923,167949,167960	168346,168306,168326,168279	SPT5_T15_R2_peak_28,SPT5_T0_R2_peak_29,SPT5_T0_R1_peak_32,SPT5_T15_R1_peak_25	65,50,68,56	.,.,.,.	5.9192,5.10248,5.80789,4.94803	9.21882,7.23999,9.41123,7.91891	6.5781,5.03475,6.88981,5.6358
II	171371	171544	171371	171544	SPT5_T0_R1_peak_33	13	.	2.88566	3.01843	1.39612
II	191927	192287	191927	192287	SPT5_T0_R1_peak_34	11	.	2.71849	2.7604	1.18434
II	193448	194227	193448,193560,193597,193600	193863,193911,194227,193827	SPT5_T0_R2_peak_30,SPT5_T15_R1_peak_26,SPT5_T15_R2_peak_29,SPT5_T0_R1_peak_35	14,56,27,27	.,.,.,.	2.85681,5.12742,3.53628,3.8186	3.20636,7.93283,4.72984,4.66884	1.49873,5.65007,2.79653,2.75543
II	197274	197563	197274	197563	SPT5_T0_R1_peak_36	30	.	4.07199	5.02805	3.07345
II	201908	203582	201908,201941,201961,202431	203582,203502,203359,203352	SPT5_T0_R1_peak_37,SPT5_T15_R1_peak_27,SPT5_T0_R2_peak_31,SPT5_T15_R2_peak_30	16,29,25,24	.,.,.,.	3.08505,3.77139,3.65541,3.40178	3.37065,4.80648,4.44013,4.26364	1.67928,2.91779,2.53514,2.4158
II	221347	221558	221347	221558	SPT5_T0_R2_peak_32	18	.	3.31972	3.71044	1.88867
II	227170	227640	227170	227640	SPT5_T15_R1_peak_28	19	.	3.21664	3.72278	1.98978
II	234949	236587	234949,236060	236468,236587	SPT5_T0_R2_peak_33,SPT5_T0_R1_peak_38	12,20	.,.	2.82621,3.42835	2.92504,3.89929	1.28821,2.08574
II	237611	238443	237611	238443	SPT5_T15_R2_peak_31	11	.	2.70318	2.74902	1.17444
II	247743	247979	247743	247979	SPT5_T15_R2_peak_32	11	.	2.68778	2.72175	1.18072
II	251077	251637	251077,251106,251325,251339	251637,251500,251530,251620	SPT5_T15_R1_peak_29,SPT5_T0_R2_peak_34,SPT5_T15_R2_peak_33,SPT5_T0_R1_peak_39	14,21,19,20	.,.,.,.	2.8861,3.49118,3.25183,3.30078	3.11495,3.99248,3.68163,3.78895	1.49083,2.12162,1.93109,2.02786
II	255177	256429	255177,255803,255842	256429,256251,256140	SPT5_T0_R2_peak_35,SPT5_T0_R1_peak_40,SPT5_T15_R2_peak_34	18,30,20	.,.,.	3.25123,4.01436,3.33753	3.61554,5.01264,3.8089	1.83071,3.06033,2.03214
II	266295	266675	266295	266675	SPT5_T15_R2_peak_35	16	.	3.11757	3.41272	1.69186
II	269706	270138	269706,269756	270138,269982	SPT5_T15_R1_peak_30,SPT5_T15_R2_peak_36	51,13	.,.	4.70014,2.79606	7.41457,2.9248	5.19283,1.33024
II	281016	281255	281016	281255	SPT5_T15_R1_peak_31	23	.	3.56115	4.20186	2.37754
II	288191	288537	288191	288537	SPT5_T15_R1_peak_32	15	.	2.93877	3.15622	1.52433
II	290065	290382	290065	290382	SPT5_T15_R2_peak_37	10	.	2.58139	2.55574	1.06058
II	292033	292350	292033	292350	SPT5_T0_R1_peak_41	17	.	3.13297	3.41805	1.71293
II	307064	307525	307064	307525	SPT5_T15_R2_peak_38	10	.	2.56141	2.62207	1.0814
II	332483	332717	332483,332527	332717,332717	SPT5_T15_R2_peak_39,SPT5_T0_R1_peak_42	20,27	.,.	3.38194,3.88196	3.86233,4.68074	2.05822,2.75599
II	340638	342433	340638,340916,341305,341669	342381,342433,342431,342415	SPT5_T15_R1_peak_33,SPT5_T15_R2_peak_40,SPT5_T0_R1_peak_43,SPT5_T0_R2_peak_36	24,15,22,14	.,.,.,.	3.57997,2.95951,3.51421,2.99141	4.26487,3.26589,4.10189,3.22614	2.43861,1.5861,2.27653,1.49213
II	347392	347728	347392	347728	SPT5_T15_R2_peak_41	38	.	4.5589	6.04091	3.87118
II	350849	351071	350849,350849	351069,351071	SPT5_T15_R2_peak_42,SPT5_T15_R1_peak_34	26,20	.,.	3.71718,3.35782	4.53398,3.83143	2.65611,2.05413
II	356274	356764	356274,356343	356764,356741	SPT5_T0_R2_peak_37,SPT5_T15_R2_peak_43	17,16	.,.	3.15021,3.02835	3.44849,3.27689	1.7087,1.60935
II	370907	371755	370907,370916,370946,371154	371755,371650,371345,371712	SPT5_T15_R1_peak_35,SPT5_T15_R2_peak_44,SPT5_T0_R1_peak_44,SPT5_T0_R2_peak_38	37,23,20,13	.,.,.,.	4.37431,3.50546,3.40503,2.94299	5.79354,4.19198,3.85438,3.10797	3.76457,2.35187,2.04515,1.38442
II	373231	374619	373231,373335,373613	373535,373619,374619	SPT5_T15_R2_peak_45,SPT5_T0_R1_peak_45,SPT5_T0_R2_peak_39	12,14,16	.,.,.	2.76211,2.97586,3.08941	2.84275,3.16028,3.36082	1.27796,1.46676,1.62368
II	375452	376745	375452,375813,375836,376064	376320,376286,376220,376745	SPT5_T15_R1_peak_36,SPT5_T15_R2_peak_46,SPT5_T0_R1_peak_46,SPT5_T0_R2_peak_40	30,35,24,15	.,.,.,.	3.77009,4.24789,3.58982,3.04947	4.90874,5.6786,4.2969,3.2878	3.02433,3.58346,2.45448,1.55954
II	378654	379231	378654,378654,378655,378710	378988,379017,379231,379029	SPT5_T0_R2_peak_41,SPT5_T15_R1_peak_37,SPT5_T0_R1_peak_47,SPT5_T15_R2_peak_47	47,65,49,27	.,.,.,.	5.0379,5.87278,5.22949,3.79185	6.91271,8.97845,7.22965,4.69961	4.7008,6.53346,4.958,2.77368
II	391614	392847	391614,391743,392020,392326	392727,392716,392847,392699	SPT5_T0_R2_peak_42,SPT5_T15_R2_peak_48,SPT5_T0_R1_peak_48,SPT5_T15_R1_peak_38	36,34,22,28	.,.,.,.	4.41865,4.16884,3.45866,3.52748	5.75565,5.51899,4.06158,4.68307	3.67268,3.46187,2.24499,2.8171
II	405548	406414	405548,406024	406414,406262	SPT5_T15_R2_peak_49,SPT5_T0_R1_peak_49	22,22	.,.	3.39762,3.45093	4.02448,4.08478	2.24503,2.26174
II	408362	408951	408362,408429,408511,408519	408951,408951,408892,408840	SPT5_T15_R1_peak_39,SPT5_T15_R2_peak_50,SPT5_T0_R1_peak_50,SPT5_T0_R2_peak_43	39,30,39,14	.,.,.,.	4.19718,3.83446,4.38796,2.92403	5.97964,4.96871,6.00556,3.10738	3.95442,3.00525,3.91842,1.40146
II	410640	410893	410640	410893	SPT5_T15_R2_peak_51	14	.	2.91762	3.10626	1.49542
II	414588	415773	414588,415286,415362,415397	415732,415753,415603,415773	SPT5_T15_R1_peak_40,SPT5_T15_R2_peak_52,SPT5_T0_R2_peak_44,SPT5_T0_R1_peak_51	48,22,31,26	.,.,.,.	4.93349,3.50246,4.1744,3.74268	7.0025,4.12903,5.22444,4.49484	4.82885,2.29007,3.17821,2.63747
II	419308	420022	419308,419318	419955,420022	SPT5_T15_R1_peak_41,SPT5_T15_R2_peak_53	38,41	.,.	4.33622,4.60368	5.85645,6.30767	3.83354,4.12481
II	426572	427354	426572,426793,426856	427079,427052,427354	SPT5_T0_R1_peak_52,SPT5_T15_R1_peak_42,SPT5_T15_R2_peak_54	40,42,36	.,.,.	4.33001,4.34519,3.99167	6.09683,6.38431,5.74445	4.03549,4.29299,3.66698
II	452195	452623	452195,452207,452213,452217	452514,452623,452465,452434	SPT5_T0_R2_peak_45,SPT5_T15_R1_peak_43,SPT5_T0_R1_peak_53,SPT5_T15_R2_peak_55	19,28,21,30	.,.,.,.	3.33999,3.81985,3.43479,4.00102	3.77967,4.70681,3.95263,5.08249	1.99026,2.81116,2.14809,3.09855
II	454227	454928	454227	454928	SPT5_T0_R1_peak_54	20	.	3.38597	3.81626	2.00982
II	458461	458743	458461	458743	SPT5_T15_R2_peak_56	32	.	4.18738	5.32018	3.27108
II	461817	461997	461817	461997	SPT5_T15_R2_peak_57	19	.	3.18052	3.62858	1.90399
II	466059	467131	466059,466062,466150,466208	467131,467101,467131,466599	SPT5_T15_R2_peak_58,SPT5_T0_R1_peak_55,SPT5_T15_R1_peak_44,SPT5_T0_R2_peak_46	30,36,47,21	.,.,.,.	3.96035,4.41398,4.89469,3.47086	5.04388,5.67733,6.91008,3.98791	3.0705,3.61818,4.73612,2.15349
II	474114	474466	474114	474466	SPT5_T0_R2_peak_47	14	.	2.92503	3.11483	1.42268
II	476263	477602	476263,476716,476792,477121	477440,477464,477602,477485	SPT5_T15_R2_peak_59,SPT5_T15_R1_peak_45,SPT5_T0_R2_peak_48,SPT5_T0_R1_peak_56	34,44,27,52	.,.,.,.	4.10365,4.58794,3.9138,5.24507	5.47789,6.60717,4.76892,7.57598	3.43335,4.48824,2.79507,5.28843
II	483526	483832	483526	483832	SPT5_T0_R2_peak_49	17	.	3.13743	3.48534	1.71778
II	486633	486863	486633	486863	SPT5_T15_R1_peak_46	13	.	2.78986	2.93422	1.34628
II	490079	491124	490079,490165,490608,490913	491038,491124,491073,491118	SPT5_T15_R2_peak_60,SPT5_T15_R1_peak_47,SPT5_T0_R1_peak_57,SPT5_T0_R2_peak_50	40,34,18,13	.,.,.,.	4.56477,3.77547,3.11594,2.90822	6.29555,5.38514,3.60667,3.05298	4.09973,3.43187,1.8771,1.35267
II	501290	501742	501290	501742	SPT5_T15_R1_peak_48	10	.	2.51922	2.61574	1.06845
II	504534	504766	504534,504562	504766,504748	SPT5_T15_R1_peak_49,SPT5_T0_R1_peak_58	36,26	.,.	4.36866,3.79102	5.69883,4.51724	3.67305,2.61311
II	539881	540085	539881	540085	SPT5_T0_R2_peak_51	14	.	2.99142	3.1852	1.44279
II	544578	544832	544578	544832	SPT5_T15_R2_peak_61	23	.	3.50511	4.14148	2.30463
II	547560	547845	547560	547845	SPT5_T15_R2_peak_62	12	.	2.66408	2.79289	1.22921
II	554618	556182	554618,554747,554751,554788	556182,556178,555943,556026	SPT5_T0_R2_peak_52,SPT5_T0_R1_peak_59,SPT5_T15_R2_peak_63,SPT5_T15_R1_peak_50	38,55,27,40	.,.,.,.	4.4153,5.39585,3.70311,4.49302	6.00355,7.83143,4.65967,6.1421	3.89808,5.52555,2.743,4.07228
II	560640	561554	560640,561322	561360,561554	SPT5_T15_R2_peak_64,SPT5_T15_R1_peak_51	14,28	.,.	2.90303,3.87506	3.12712,4.80686	1.48395,2.89846
II	564885	565584	564885,564904,564907,564915	565520,565525,565584,565190	SPT5_T0_R2_peak_53,SPT5_T15_R1_peak_52,SPT5_T15_R2_peak_65,SPT5_T0_R1_peak_60	17,24,19,27	.,.,.,.	3.16966,3.60313,3.19695,3.85623	3.53256,4.27288,3.7104,4.64153	1.74393,2.43503,1.96945,2.7231
II	589243	589599	589243,589287	589558,589599	SPT5_T15_R1_peak_53,SPT5_T15_R2_peak_66	21,18	.,.	3.22752,3.21257	3.89424,3.59192	2.13697,1.87729
II	592895	593094	592895	593094	SPT5_T15_R2_peak_67	26	.	3.77035	4.59484	2.69088
II	595532	596000	595532,595695,595709	596000,595896,595890	SPT5_T15_R2_peak_68,SPT5_T15_R1_peak_54,SPT5_T0_R1_peak_61	48,49,21	.,.,.	5.00621,4.50835,3.28826	7.17602,7.13162,3.89098	4.87585,4.94089,2.10267
II	602093	602463	602093	602463	SPT5_T15_R2_peak_69	21	.	3.40548	3.93033	2.12191
II	604185	604476	604185,604234	604476,604428	SPT5_T15_R2_peak_70,SPT5_T0_R1_peak_62	22,34	.,.	3.47656,4.26499	4.05628,5.51712	2.22647,3.49476
II	605449	606222	605449,605865,605887,605889	606222,606171,606127,606140	SPT5_T0_R2_peak_54,SPT5_T15_R1_peak_55,SPT5_T0_R1_peak_63,SPT5_T15_R2_peak_71	22,49,25,22	.,.,.,.	3.5131,4.83989,3.68446,3.52303	4.08558,7.15147,4.39194,4.13997	2.20591,4.97122,2.51204,2.29552
II	613041	615763	613041,614116,614143,614156	615289,615611,614425,615763	SPT5_T0_R2_peak_55,SPT5_T15_R2_peak_72,SPT5_T0_R1_peak_64,SPT5_T15_R1_peak_56	20,19,46,30	.,.,.,.	3.33702,3.25483,4.82815,3.76155	3.826,3.74456,6.79213,4.9673	2.02283,1.98872,4.62023,3.0723
II	624766	625658	624766,624845,624977,624995	625649,625658,625457,625500	SPT5_T15_R2_peak_73,SPT5_T0_R2_peak_56,SPT5_T15_R1_peak_57,SPT5_T0_R1_peak_65	40,26,27,24	.,.,.,.	4.55524,3.84202,3.82573,3.63851	6.18626,4.63444,4.68771,4.26112	4.01044,2.67025,2.79779,2.4086
II	628526	628822	628526,628599,628604,628609	628812,628765,628822,628811	SPT5_T15_R2_peak_74,SPT5_T0_R1_peak_66,SPT5_T0_R2_peak_57,SPT5_T15_R1_peak_58	46,17,24,38	.,.,.,.	5.04664,3.21706,3.71893,4.50147	7.01008,3.55087,4.3869,5.9574	4.69185,1.79236,2.44594,3.89635
II	633493	633855	633493	633855	SPT5_T15_R2_peak_75	19	.	3.25871	3.67786	1.92923
II	642682	643158	642682,642709,642725,642754	642967,643158,642995,643066	SPT5_T0_R2_peak_58,SPT5_T15_R2_peak_76,SPT5_T0_R1_peak_67,SPT5_T15_R1_peak_59	18,16,17,27	.,.,.,.	3.26315,3.01655,3.05277,3.49525	3.63457,3.25994,3.44408,4.613	1.84408,1.60046,1.73387,2.74813
II	644902	645469	644902	645469	SPT5_T0_R1_peak_68	21	.	3.34969	3.9648	2.16183
II	662076	663160	662076,662099,662662	662742,662853,663160	SPT5_T0_R1_peak_69,SPT5_T15_R2_peak_77,SPT5_T15_R1_peak_60	16,25,17	.,.,.	3.08961,3.66724,3.05612	3.37713,4.47958,3.41145	1.67979,2.59095,1.73717
II	668101	668843	668101,668327,668332,668457	668793,668843,668756,668757	SPT5_T15_R1_peak_61,SPT5_T0_R1_peak_70,SPT5_T0_R2_peak_59,SPT5_T15_R2_peak_78	13,14,22,10	.,.,.,.	2.73065,2.89725,3.59701,2.63097	2.9849,3.12337,4.18287,2.62921	1.376,1.47588,2.28307,1.07541
II	679934	681183	679934,680103,680146,680161	681183,680978,680705,680508	SPT5_T0_R2_peak_60,SPT5_T0_R1_peak_71,SPT5_T15_R2_peak_79,SPT5_T15_R1_peak_62	20,26,23,29	.,.,.,.	3.40055,3.74108,3.46036,3.87195	3.89053,4.53466,4.1982,4.82604	2.07752,2.68256,2.36197,2.93403
II	681847	682339	681847,682018	682303,682339	SPT5_T15_R1_peak_63,SPT5_T0_R1_peak_72	29,14	.,.	3.80212,2.90671	4.84507,3.0611	2.98228,1.43043
II	697483	698008	697483,697521,697620	697692,697939,698008	SPT5_T15_R2_peak_80,SPT5_T0_R1_peak_73,SPT5_T0_R2_peak_61	21,21,21	.,.,.	3.29567,3.46183,3.4014	3.92466,4.00396,3.99782	2.13192,2.19519,2.16052
II	702265	702597	702265	702597	SPT5_T15_R2_peak_81	26	.	3.76146	4.60272	2.69255
II	706919	707298	706919	707298	SPT5_T0_R1_peak_74	16	.	3.07317	3.31961	1.63952
II	718216	718908	718216,718519	718847,718908	SPT5_T0_R1_peak_75,SPT5_T15_R2_peak_82	16,11	.,.	3.09385,2.65984	3.39128,2.67633	1.69029,1.13536
II	726822	727155	726822	727155	SPT5_T15_R1_peak_64	15	.	3.03938	3.28519	1.59874
II	760373	760562	760373	760562	SPT5_T15_R2_peak_83	12	.	2.75624	2.82939	1.24673
II	761000	761196	761000	761196	SPT5_T0_R1_peak_76	33	.	4.23923	5.39204	3.37264
II	770614	771163	770614,770740	770828,771163	SPT5_T15_R1_peak_65,SPT5_T15_R2_peak_84	29,55	.,.	3.85463,5.18474	4.87345,8.01575	2.97511,5.56647
II	776156	776488	776156	776488	SPT5_T15_R2_peak_85	20	.	3.32153	3.78126	2.01533
II	792123	792299	792123	792299	SPT5_T0_R1_peak_77	16	.	3.07173	3.31446	1.63674
II	798740	799039	798740,798837	798989,799039	SPT5_T0_R2_peak_62,SPT5_T15_R2_peak_86	18,12	.,.	3.23009,2.74107	3.60742,2.87099	1.82337,1.29429
III	56	1002	56,403,424,473	866,1002,784,866	SPT5_T0_R2_peak_63,SPT5_T0_R1_peak_78,SPT5_T15_R2_peak_87,SPT5_T15_R1_peak_66	66,46,12,18	.,.,.,.	4.96607,3.89411,2.48174,2.53856	9.04987,6.89985,2.82804,3.56517	6.60979,4.68849,1.24896,1.86315
III	17004	17232	17004	17232	SPT5_T15_R1_peak_67	24	.	3.61003	4.29707	2.45965
III	22031	22238	22031	22238	SPT5_T15_R1_peak_68	12	.	2.70247	2.80054	1.22784
III	24442	24671	24442	24671	SPT5_T0_R1_peak_79	13	.	2.82067	3.02481	1.39305
III	27397	27645	27397	27645	SPT5_T15_R1_peak_69	22	.	3.51153	4.10672	2.29263
III	30522	31358	30522	31358	SPT5_T0_R1_peak_80	18	.	3.29303	3.67753	1.89979
III	40599	41106	40599	41106	SPT5_T15_R2_peak_88	13	.	2.80314	2.9322	1.34056
III	48323	48532	48323,48347	48524,48532	SPT5_T0_R1_peak_81,SPT5_T15_R2_peak_89	14,16	.,.	2.87478,3.01264	3.11899,3.28717	1.46999,1.62858
III	50345	50807	50345,50352,50360,50425	50807,50709,50721,50677	SPT5_T15_R2_peak_90,SPT5_T0_R2_peak_64,SPT5_T15_R1_peak_70,SPT5_T0_R1_peak_82	48,37,53,27	.,.,.,.	4.99211,4.46137,4.89822,3.79659	7.13303,5.84677,7.59063,4.7153	4.80283,3.762,5.35274,2.79953
III	51929	52680	51929,52193	52680,52390	SPT5_T15_R1_peak_71,SPT5_T15_R2_peak_91	23,16	.,.	3.46199,3.00825	4.16885,3.26184	2.36622,1.60033
III	58724	59489	58724	59489	SPT5_T0_R1_peak_83	13	.	2.82168	2.96351	1.344
III	68540	68770	68540,68542	68770,68766	SPT5_T0_R2_peak_65,SPT5_T0_R1_peak_84	51,29	.,.	5.19771,3.80021	7.47082,4.84545	5.18068,2.92843
III	77645	79033	77645,77645,78104,78270	78592,78633,79033,78936	SPT5_T0_R2_peak_66,SPT5_T15_R1_peak_72,SPT5_T0_R1_peak_85,SPT5_T15_R2_peak_92	17,55,36,28	.,.,.,.	3.13441,5.18897,4.37305,3.76526	3.46523,7.82209,5.72612,4.81508	1.70858,5.5439,3.67158,2.88811
